# Constructed from biom file
#OTU ID	PC.636	PC.635	PC.356	PC.481	PC.354	PC.593	PC.355	PC.607	PC.634	Consensus Lineage
46	6.0	2.0	0.0	0.0	0.0	0.0	0.0	3.0	5.0	Bacteria;Deferribacteres;Deferribacteres;Deferribacterales;Deferribacteraceae;Mucispirillum
47	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	Bacteria;Firmicutes;Clostridia;Clostridiales
48	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	Bacteria;Firmicutes;Clostridia;Clostridiales
49	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	Bacteria;Firmicutes;Clostridia;Clostridiales
50	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae
51	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	Bacteria;Firmicutes;Clostridia;Clostridiales
52	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae
53	0.0	1.0	0.0	2.0	0.0	0.0	2.0	0.0	0.0	Bacteria;Firmicutes;Clostridia;Clostridiales
54	37.0	10.0	0.0	1.0	0.0	0.0	0.0	0.0	4.0	Bacteria;Bacteroidetes
55	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus
56	5.0	4.0	1.0	2.0	1.0	1.0	3.0	9.0	2.0	Bacteria;Bacteroidetes
57	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides
58	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae
59	1.0	1.0	10.0	2.0	2.0	24.0	1.0	0.0	0.0	Bacteria
60	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae
61	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria
62	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae
63	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria;Bacteroidetes
64	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	Bacteria
65	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	Bacteria;Firmicutes;Clostridia;Clostridiales
66	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae
67	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	Bacteria;Firmicutes;Clostridia;Clostridiales
68	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Dorea
69	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides
70	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae
71	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	Bacteria;Firmicutes;Clostridia;Clostridiales
72	2.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	Bacteria;Bacteroidetes
73	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	Bacteria;Proteobacteria;Deltaproteobacteria
74	1.0	4.0	0.0	0.0	0.0	2.0	0.0	2.0	1.0	Bacteria;Bacteroidetes
75	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	Bacteria;Bacteroidetes
76	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	Bacteria;Firmicutes;Erysipelotrichi;Erysipelotrichales;Erysipelotrichaceae;Coprobacillus
77	2.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae
78	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria;Firmicutes
79	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	Bacteria;Firmicutes;Clostridia;Clostridiales
80	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria;Firmicutes;Clostridia;Clostridiales
81	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria
82	19.0	2.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides
83	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	Bacteria;Firmicutes;Clostridia;Clostridiales
84	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae
85	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	Bacteria;Firmicutes;Clostridia;Clostridiales
86	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae
87	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	Bacteria;Firmicutes;Clostridia;Clostridiales
88	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	Bacteria
89	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria;Firmicutes
90	1.0	2.0	4.0	0.0	0.0	1.0	4.0	2.0	0.0	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae
91	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria
92	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria;Firmicutes;Clostridia;Clostridiales
93	0.0	0.0	2.0	6.0	1.0	0.0	4.0	0.0	0.0	Bacteria;Firmicutes;Clostridia;Clostridiales
94	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria;Firmicutes;Clostridia;Clostridiales
95	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	Bacteria;Firmicutes;Clostridia;Clostridiales
96	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Porphyromonadaceae;Parabacteroides
97	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	Bacteria;Firmicutes;Clostridia
98	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	Bacteria;Firmicutes;Clostridia
99	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	3.0	Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Porphyromonadaceae;Odoribacter
100	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae
101	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	Bacteria;Bacteroidetes
102	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae
103	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria;Bacteroidetes
104	0.0	0.0	0.0	1.0	0.0	4.0	0.0	0.0	0.0	Bacteria;Firmicutes;Clostridia;Clostridiales
105	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae
106	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae
107	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	Bacteria;Firmicutes;Clostridia;Clostridiales
108	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Rikenellaceae;Alistipes
109	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	Bacteria
110	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae
111	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae
112	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	Bacteria;Firmicutes;Clostridia;Clostridiales
113	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	Bacteria
114	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	Bacteria;Firmicutes;Clostridia;Clostridiales
115	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria;Deferribacteres;Deferribacteres;Deferribacterales;Deferribacteraceae;Mucispirillum
116	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	Bacteria;Firmicutes;Clostridia;Clostridiales
117	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	Bacteria;Firmicutes;Clostridia;Clostridiales
118	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	Bacteria
119	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Oscillibacter
120	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides
121	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Porphyromonadaceae;Parabacteroides
122	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	Bacteria;Firmicutes;Clostridia;Clostridiales
123	0.0	0.0	1.0	0.0	1.0	0.0	3.0	0.0	0.0	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae
124	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Marvinbryantia
125	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae
126	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria;Firmicutes;Clostridia;Clostridiales
127	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	Bacteria;Firmicutes;Clostridia;Clostridiales
128	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae
129	0.0	0.0	2.0	0.0	2.0	0.0	2.0	0.0	0.0	Bacteria;Firmicutes;Clostridia;Clostridiales
130	0.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	Bacteria;Firmicutes;Clostridia;Clostridiales
131	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	Bacteria
132	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	Bacteria;Firmicutes;Clostridia;Clostridiales
133	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae
134	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Rikenellaceae;Alistipes
135	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	Bacteria;Firmicutes;Clostridia;Clostridiales
136	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	Bacteria;Firmicutes;Clostridia;Clostridiales
137	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides
138	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	Bacteria
139	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	Bacteria;Firmicutes;Clostridia;Clostridiales
140	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	Bacteria;Firmicutes;Clostridia;Clostridiales
141	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae
142	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria;Firmicutes;Clostridia;Clostridiales
143	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	Bacteria;Firmicutes
144	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Roseburia
145	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria;Firmicutes;Clostridia;Clostridiales
146	0.0	1.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae
147	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae
148	0.0	2.0	0.0	2.0	4.0	0.0	9.0	0.0	0.0	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae
149	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Rikenellaceae;Alistipes
150	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae
151	2.0	5.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Rikenellaceae;Alistipes
152	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria;Firmicutes;Clostridia;Clostridiales
153	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	Bacteria;Firmicutes;Clostridia;Clostridiales
154	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Porphyromonadaceae;Parabacteroides
155	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides
156	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Roseburia
157	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides
158	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria;Bacteroidetes
159	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	Bacteria;Firmicutes;Clostridia;Clostridiales
160	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Oscillibacter
161	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae
162	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	Bacteria;Firmicutes;Clostridia;Clostridiales
163	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria
164	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria;Bacteroidetes
165	0.0	0.0	14.0	1.0	14.0	0.0	1.0	0.0	0.0	Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus
166	0.0	0.0	4.0	0.0	6.0	2.0	0.0	0.0	0.0	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae
167	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria;Firmicutes;Clostridia;Clostridiales
168	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	Bacteria;Firmicutes;Clostridia;Clostridiales
169	0.0	0.0	8.0	0.0	2.0	1.0	3.0	0.0	0.0	Bacteria;Firmicutes;Clostridia;Clostridiales
170	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	Bacteria;Bacteroidetes
171	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	Bacteria;Firmicutes;Clostridia;Clostridiales
172	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria;Firmicutes;Clostridia;Clostridiales
173	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria
174	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae
175	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	Bacteria;Firmicutes;Clostridia;Clostridiales
176	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	Bacteria;Actinobacteria;Actinobacteria;Coriobacteriales;Coriobacteriaceae
177	0.0	0.0	0.0	0.0	1.0	10.0	0.0	0.0	0.0	Bacteria;Firmicutes;Clostridia;Clostridiales
178	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	Bacteria;Firmicutes;Clostridia;Clostridiales
179	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae
180	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae
181	0.0	0.0	0.0	0.0	0.0	9.0	0.0	1.0	0.0	Bacteria
182	2.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	Bacteria;Firmicutes
183	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	Bacteria
184	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae
185	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	Bacteria;Firmicutes;Clostridia;Clostridiales
186	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae
187	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	Bacteria;Firmicutes;Clostridia;Clostridiales
188	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Oscillibacter
189	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	Bacteria;Firmicutes;Clostridia;Clostridiales
190	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria;Firmicutes;Clostridia;Clostridiales
191	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae
192	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria;Firmicutes;Clostridia;Clostridiales
193	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria
194	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria
195	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae
196	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria;Firmicutes;Clostridia;Clostridiales
197	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria;Firmicutes;Clostridia;Clostridiales
198	0.0	0.0	1.0	0.0	0.0	0.0	2.0	0.0	0.0	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae
199	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	Bacteria
200	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	Bacteria;Firmicutes;Clostridia;Clostridiales
201	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Porphyromonadaceae;Butyricimonas
202	0.0	0.0	0.0	5.0	2.0	0.0	1.0	1.0	0.0	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae
203	0.0	0.0	10.0	0.0	29.0	0.0	1.0	0.0	0.0	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae
204	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae
205	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria
206	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria
207	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria;Firmicutes
